48.472,54.076,-130.506,3582.733,6.971,7.512,31.572,NaN,-3.729,-2.517,292.368,0.937,990.425,0.974,347.814,92.707,1002.331,0.974,2.000,NaN
48.474,54.076,-130.506,3582.733,6.967,7.510,31.572,NaN,-3.724,-2.512,292.429,0.938,990.501,0.974,347.845,92.719,1002.393,0.974,2.000,NaN
48.475,54.076,-130.506,3582.733,6.970,7.510,31.572,-2.427,-3.713,-2.501,292.443,0.938,990.530,0.974,347.825,92.723,1002.409,0.974,2.000,NaN
48.476,54.076,-130.506,3582.733,6.970,7.510,31.572,-2.382,-3.711,-2.499,292.457,0.938,990.561,0.974,347.828,92.724,1002.429,0.974,2.000,NaN
48.478,54.076,-130.506,3582.733,6.969,7.511,31.572,-2.395,-3.725,-2.513,292.444,0.938,990.610,0.974,347.817,92.721,1002.468,0.974,2.000,NaN
48.479,54.076,-130.506,3582.733,6.970,7.512,31.572,-2.405,-3.733,-2.521,292.437,0.938,990.673,0.974,347.820,92.724,1002.523,0.974,2.000,NaN
48.481,54.076,-130.506,3582.768,6.970,7.508,31.571,-2.456,-3.687,-2.475,292.555,0.938,990.694,0.974,347.938,92.750,1002.538,0.974,2.000,NaN
48.482,54.076,-130.506,3582.768,6.962,7.500,31.569,-2.506,-3.658,-2.445,292.680,0.938,990.672,0.974,348.059,92.767,1002.511,0.974,2.000,NaN
48.483,54.076,-130.506,3582.768,6.955,7.491,31.569,-2.571,-3.634,-2.421,292.784,0.938,990.671,0.974,348.152,92.775,1002.507,0.974,2.000,NaN
48.485,54.076,-130.506,3582.768,6.953,7.486,31.568,-2.615,-3.626,-2.413,292.832,0.938,990.711,0.974,348.181,92.779,1002.545,0.974,2.000,NaN
48.486,54.076,-130.506,3582.768,6.953,7.483,31.568,-2.605,-3.624,-2.411,292.869,0.938,990.825,0.974,348.196,92.782,1002.659,0.974,2.000,NaN
48.488,54.076,-130.506,3582.791,6.956,7.484,31.567,-2.489,-3.602,-2.389,292.913,0.939,990.849,0.974,348.234,92.796,1002.685,0.974,2.000,NaN
48.489,54.076,-130.506,3582.813,6.952,7.484,31.565,-2.453,-3.601,-2.389,292.972,0.939,990.946,0.974,348.295,92.810,1002.786,0.974,2.000,NaN
48.490,54.076,-130.506,3582.813,6.952,7.485,31.565,-2.452,-3.593,-2.380,293.001,0.939,990.963,0.974,348.317,92.823,1002.810,0.974,2.000,NaN
48.492,54.076,-130.506,3582.813,6.949,7.486,31.565,-2.402,-3.591,-2.379,293.011,0.939,990.922,0.974,348.324,92.831,1002.776,0.974,2.000,NaN
48.493,54.076,-130.506,3582.813,6.945,7.485,31.565,-2.362,-3.598,-2.386,293.035,0.939,990.957,0.974,348.354,92.835,1002.821,0.974,2.000,NaN
48.494,54.076,-130.506,3582.813,6.944,7.485,31.565,-2.362,-3.604,-2.392,293.038,0.939,990.992,0.974,348.343,92.838,1002.867,0.974,2.000,NaN
48.496,54.076,-130.506,3582.813,6.947,7.489,31.565,-2.316,-3.598,-2.385,293.034,0.939,991.000,0.974,348.342,92.844,1002.887,0.974,2.000,NaN
48.497,54.076,-130.506,3582.813,6.945,7.490,31.565,-2.312,-3.609,-2.397,293.011,0.939,990.978,0.974,348.328,92.840,1002.878,0.974,2.000,NaN
48.499,54.076,-130.506,3582.813,6.942,7.490,31.565,-2.312,-3.620,-2.409,293.011,0.939,990.994,0.974,348.318,92.836,1002.907,0.974,2.000,NaN
48.500,54.076,-130.506,3582.813,6.946,7.493,31.564,-2.310,-3.626,-2.470,292.983,0.939,991.024,0.974,348.279,92.834,1002.949,0.974,2.000,NaN
48.501,54.076,-130.506,3582.813,6.948,7.496,31.563,-2.338,-3.613,-2.456,292.976,0.939,990.948,0.974,348.274,92.838,1002.884,0.974,2.000,NaN
48.503,54.076,-130.506,3582.813,6.946,7.496,31.563,-2.355,-3.619,-2.462,292.989,0.939,990.973,0.974,348.303,92.844,1002.919,0.974,2.000,NaN
48.504,54.076,-130.506,3582.813,6.941,7.494,31.563,-2.397,-3.617,-2.460,293.018,0.939,990.957,0.974,348.333,92.846,1002.912,0.974,2.000,NaN
48.506,54.076,-130.506,3582.813,6.939,7.491,31.563,-2.360,-3.605,-2.449,293.041,0.939,990.885,0.974,348.365,92.849,1002.847,0.974,2.000,NaN
48.507,54.076,-130.506,3582.813,6.931,7.486,31.562,-2.317,-3.601,-2.445,293.099,0.939,990.860,0.974,348.450,92.860,1002.827,0.974,2.000,NaN
48.508,54.076,-130.506,3582.813,6.924,7.481,31.562,-2.286,-3.610,-2.455,293.149,0.939,990.934,0.974,348.495,92.862,1002.904,0.974,2.000,NaN
48.510,54.076,-130.506,3582.813,6.927,7.486,31.562,-2.266,-3.644,-2.489,293.076,0.938,991.027,0.974,348.445,92.856,1002.999,0.974,2.000,NaN
48.511,54.076,-130.506,3582.835,6.932,7.488,31.561,-2.296,-3.625,-2.469,293.094,0.938,991.048,0.974,348.445,92.862,1003.018,0.974,2.000,NaN
48.512,54.076,-130.506,3582.848,6.933,7.488,31.561,-2.316,-3.601,-2.445,293.127,0.939,990.979,0.974,348.480,92.871,1002.946,0.974,2.000,NaN
48.514,54.076,-130.506,3582.848,6.929,7.484,31.560,-2.313,-3.597,-2.441,293.157,0.939,990.959,0.974,348.495,92.872,1002.920,0.974,2.000,NaN
48.515,54.076,-130.506,3582.848,6.924,7.480,31.559,-2.308,-3.589,-2.433,293.195,0.939,990.899,0.974,348.534,92.873,1002.851,0.974,2.000,NaN
48.517,54.076,-130.506,3582.848,6.918,7.475,31.559,-2.314,-3.579,-2.423,293.221,0.939,990.769,0.973,348.552,92.866,1002.711,0.973,2.000,NaN
48.518,54.076,-130.506,3582.848,6.913,7.470,31.559,-2.300,-3.583,-2.428,293.238,0.938,990.755,0.973,348.525,92.856,1002.685,0.973,2.000,NaN
48.519,54.076,-130.506,3582.848,6.913,7.466,31.558,-2.275,-3.586,-2.431,293.216,0.938,990.705,0.973,348.517,92.842,1002.620,0.973,2.000,NaN
48.521,54.076,-130.506,3582.848,6.916,7.464,31.558,-2.229,-3.573,-2.417,293.203,0.938,990.611,0.973,348.512,92.833,1002.510,0.973,2.000,NaN
48.522,54.076,-130.506,3582.861,6.917,7.461,31.558,-2.227,-3.568,-2.412,293.208,0.938,990.602,0.973,348.522,92.830,1002.484,0.973,2.000,NaN
48.524,54.076,-130.506,3582.861,6.919,7.460,31.558,-2.245,-3.588,-2.432,293.183,0.938,990.740,0.973,348.484,92.821,1002.606,0.973,2.000,NaN
48.525,54.076,-130.506,3582.861,6.924,7.461,31.558,-2.380,-3.587,-2.431,293.170,0.938,990.807,0.973,348.450,92.816,1002.655,0.973,2.000,NaN
48.526,54.076,-130.506,3582.884,6.934,7.466,31.558,-2.401,-3.566,-2.409,293.144,0.939,990.755,0.973,348.406,92.816,1002.588,0.973,2.000,NaN
48.528,54.076,-130.506,3582.884,6.939,7.469,31.558,-2.382,-3.545,-2.388,293.134,0.939,990.676,0.973,348.403,92.818,1002.495,0.973,2.000,NaN
48.529,54.076,-130.506,3582.884,6.936,7.467,31.558,-2.414,-3.558,-2.400,293.140,0.939,990.720,0.973,348.429,92.819,1002.526,0.973,2.000,NaN
48.531,54.076,-130.506,3582.884,6.927,7.461,31.557,-2.388,-3.560,-2.404,293.174,0.939,990.665,0.973,348.468,92.817,1002.460,0.973,2.000,NaN
48.532,54.076,-130.506,3582.884,6.925,7.458,31.557,-2.313,-3.568,-2.412,293.161,0.938,990.624,0.973,348.461,92.808,1002.410,0.973,2.000,NaN
48.533,54.076,-130.506,3582.884,6.924,7.456,31.556,-2.295,-3.557,-2.400,293.171,0.938,990.534,0.973,348.492,92.807,1002.313,0.973,2.000,NaN
48.535,54.076,-130.506,3582.884,6.920,7.453,31.556,NaN,-3.578,-2.421,293.166,0.938,990.596,0.973,348.487,92.799,1002.369,0.973,2.000,NaN
48.536,54.076,-130.506,3582.906,6.921,7.453,31.556,NaN,-3.585,-2.429,293.148,0.938,990.631,0.973,348.448,92.793,1002.401,0.973,2.000,NaN
48.537,54.076,-130.506,3582.972,6.931,7.459,31.556,-2.251,-3.576,-2.419,293.111,0.938,990.667,0.973,348.400,92.792,1002.435,0.973,2.000,NaN
48.539,54.076,-130.506,3582.972,6.936,7.463,31.557,-2.270,-3.582,-2.425,293.085,0.938,990.727,0.973,348.380,92.793,1002.496,0.973,2.000,NaN
48.540,54.076,-130.506,3582.972,6.934,7.463,31.557,-2.270,-3.593,-2.437,293.080,0.938,990.760,0.973,348.372,92.790,1002.534,0.973,2.000,NaN
48.542,54.076,-130.506,3582.995,6.932,7.464,31.557,-2.340,-3.608,-2.452,293.077,0.938,990.830,0.973,348.356,92.792,1002.610,0.973,2.000,NaN
48.543,54.076,-130.506,3582.995,6.936,7.468,31.557,-2.410,-3.609,-2.453,293.067,0.938,990.893,0.973,348.329,92.798,1002.682,0.973,2.000,NaN
48.544,54.076,-130.506,3582.995,6.937,7.474,31.557,-2.429,-3.612,-2.456,293.056,0.938,990.914,0.973,348.309,92.805,1002.713,0.973,2.000,NaN
48.546,54.076,-130.506,3583.017,6.940,7.479,31.557,-2.436,-3.616,-2.459,293.032,0.938,990.932,0.973,348.296,92.810,1002.743,0.973,2.000,NaN
48.547,54.076,-130.506,3583.017,6.938,7.481,31.557,-2.406,-3.626,-2.469,293.030,0.938,990.952,0.973,348.295,92.813,1002.777,0.973,2.000,NaN
48.549,54.076,-130.506,3583.017,6.937,7.481,31.557,-2.311,-3.630,-2.474,293.033,0.938,990.986,0.974,348.293,92.816,1002.824,0.974,2.000,NaN
48.550,54.076,-130.506,3583.039,6.939,7.483,31.558,-2.333,-3.634,-2.477,293.029,0.938,991.047,0.974,348.278,92.817,1002.900,0.974,2.000,NaN
48.551,54.076,-130.506,3583.039,6.942,7.486,31.559,-2.366,-3.625,-2.468,293.019,0.938,991.013,0.974,348.264,92.823,1002.880,0.974,2.000,NaN
48.553,54.076,-130.506,3583.052,6.941,7.488,31.559,-2.401,-3.623,-2.467,293.010,0.938,990.962,0.973,348.260,92.823,1002.842,0.973,2.000,NaN
48.554,54.076,-130.506,3583.052,6.937,7.486,31.559,-2.376,-3.625,-2.469,293.031,0.938,990.947,0.973,348.301,92.829,1002.840,0.973,2.000,NaN
48.556,54.076,-130.506,3583.052,6.930,7.481,31.559,-2.364,-3.626,-2.470,293.075,0.938,990.937,0.973,348.339,92.828,1002.841,0.973,2.000,NaN
48.557,54.076,-130.506,3583.052,6.930,7.480,31.559,-2.336,-3.628,-2.472,293.077,0.938,990.958,0.973,348.320,92.823,1002.872,0.973,2.000,NaN
48.558,54.076,-130.506,3583.065,6.934,7.482,31.559,-2.341,-3.630,-2.474,293.058,0.938,990.993,0.973,348.303,92.823,1002.914,0.973,2.000,NaN
48.560,54.076,-130.506,3583.065,6.933,7.484,31.559,-2.314,-3.628,-2.472,293.062,0.938,990.985,0.973,348.306,92.830,1002.912,0.973,2.000,NaN
48.561,54.076,-130.506,3583.065,6.933,7.484,31.559,-2.263,-3.626,-2.470,293.074,0.938,990.993,0.973,348.340,92.834,1002.924,0.973,2.000,NaN
48.563,54.076,-130.506,3583.078,6.929,7.481,31.559,-2.237,-3.634,-2.479,293.078,0.938,990.976,0.973,348.342,92.833,1002.909,0.973,2.000,NaN
48.564,54.076,-130.506,3583.078,6.930,7.481,31.559,-2.214,-3.626,-2.470,293.085,0.938,990.950,0.973,348.341,92.829,1002.882,0.973,2.000,NaN
48.565,54.076,-130.506,3583.078,6.928,7.480,31.559,-2.213,-3.633,-2.477,293.082,0.938,990.954,0.973,348.336,92.829,1002.884,0.973,2.000,NaN
48.567,54.076,-130.506,3583.091,6.930,7.481,31.559,-2.206,-3.634,-2.479,293.071,0.938,990.971,0.973,348.310,92.825,1002.895,0.973,2.000,NaN
48.568,54.076,-130.506,3583.091,6.929,7.482,31.558,-2.162,-3.642,-2.486,293.061,0.938,990.979,0.973,348.291,92.823,1002.897,0.973,2.000,NaN
48.569,54.076,-130.506,3583.091,6.931,7.483,31.558,-2.190,-3.635,-2.479,293.042,0.938,990.904,0.973,348.288,92.824,1002.812,0.973,2.000,NaN
48.571,54.076,-130.506,3583.104,6.927,7.481,31.558,-2.237,-3.636,-2.480,293.062,0.938,990.881,0.973,348.336,92.827,1002.778,0.973,2.000,NaN
48.572,54.076,-130.506,3583.104,6.928,7.479,31.559,-2.238,-3.649,-2.493,293.026,0.938,990.894,0.973,348.294,92.813,1002.778,0.973,2.000,NaN
48.574,54.076,-130.506,3583.104,6.934,7.479,31.559,-2.220,-3.637,-2.481,293.009,0.938,990.885,0.973,348.284,92.810,1002.754,0.973,2.000,NaN
48.575,54.076,-130.506,3583.116,6.936,7.480,31.559,-2.207,-3.627,-2.470,293.002,0.938,990.832,0.973,348.286,92.808,1002.687,0.973,2.000,NaN
48.576,54.076,-130.506,3583.116,6.938,7.479,31.559,-2.217,-3.644,-2.488,292.965,0.938,990.881,0.973,348.243,92.798,1002.721,0.973,2.000,NaN
48.578,54.076,-130.506,3583.116,6.940,7.480,31.559,-2.211,-3.642,-2.485,292.957,0.938,990.898,0.973,348.230,92.793,1002.723,0.973,2.000,NaN
48.579,54.076,-130.506,3583.127,6.943,7.480,31.560,-2.154,-3.635,-2.478,292.955,0.938,990.888,0.973,348.236,92.795,1002.699,0.973,2.000,NaN
48.581,54.076,-130.506,3583.127,6.944,7.480,31.560,-2.236,-3.635,-2.478,292.961,0.938,990.930,0.973,348.244,92.796,1002.728,0.973,2.000,NaN
48.582,54.076,-130.506,3583.127,6.945,7.481,31.560,-2.298,-3.631,-2.474,292.952,0.938,990.908,0.973,348.235,92.796,1002.693,0.973,2.000,NaN
48.583,54.076,-130.506,3583.140,6.946,7.480,31.560,-2.268,-3.624,-2.467,292.961,0.938,990.882,0.973,348.251,92.797,1002.656,0.973,2.000,NaN
48.585,54.076,-130.506,3583.140,6.944,7.478,31.560,-2.223,-3.628,-2.471,292.969,0.938,990.903,0.973,348.258,92.793,1002.668,0.973,2.000,NaN
48.586,54.076,-130.506,3583.140,6.945,7.478,31.560,-2.211,-3.637,-2.480,292.937,0.938,990.909,0.973,348.203,92.781,1002.664,0.973,2.000,NaN
48.588,54.076,-130.506,3583.153,6.950,7.479,31.561,-2.199,-3.644,-2.487,292.883,0.938,990.898,0.973,348.121,92.767,1002.643,0.973,2.000,NaN
48.589,54.076,-130.506,3583.153,6.954,7.481,31.562,-2.244,-3.656,-2.499,292.845,0.938,990.948,0.973,348.071,92.758,1002.685,0.973,2.000,NaN
48.590,54.076,-130.506,3583.153,6.956,7.483,31.562,-2.261,-3.655,-2.498,292.832,0.938,990.966,0.973,348.058,92.758,1002.694,0.973,2.000,NaN
48.592,54.076,-130.506,3583.153,6.956,7.482,31.562,-2.248,-3.647,-2.489,292.851,0.938,990.951,0.973,348.083,92.762,1002.673,0.973,2.000,NaN
48.593,54.076,-130.506,3583.166,6.954,7.481,31.562,-2.242,-3.650,-2.493,292.865,0.938,990.983,0.973,348.093,92.763,1002.699,0.973,2.000,NaN
48.594,54.076,-130.506,3583.188,6.953,7.482,31.562,-2.251,-3.674,-2.517,292.842,0.938,991.076,0.973,348.051,92.758,1002.789,0.973,2.000,NaN
48.596,54.076,-130.506,3583.188,6.952,7.484,31.561,-2.271,-3.698,-2.541,292.818,0.938,991.164,0.974,348.012,92.754,1002.875,0.974,2.000,NaN
48.597,54.076,-130.506,3583.188,6.955,7.488,31.561,NaN,-3.690,-2.533,292.837,0.938,991.221,0.974,348.019,92.766,1002.932,0.974,2.000,NaN
48.599,54.076,-130.506,3583.188,6.956,7.492,31.561,NaN,-3.687,-2.530,292.843,0.938,991.240,0.974,348.027,92.775,1002.951,0.974,2.000,NaN
48.600,54.076,-130.506,3583.188,6.954,7.493,31.562,-2.036,-3.696,-2.539,292.845,0.938,991.280,0.974,348.029,92.779,1002.993,0.974,2.000,NaN
48.601,54.076,-130.506,3583.188,6.952,7.494,31.562,-2.085,-3.696,-2.539,292.857,0.938,991.265,0.974,348.055,92.785,1002.979,0.974,2.000,NaN
48.603,54.076,-130.506,3583.188,6.950,7.494,31.561,-2.097,-3.688,-2.531,292.884,0.938,991.244,0.974,348.093,92.794,1002.960,0.974,2.000,NaN
48.604,54.076,-130.506,3583.210,6.947,7.492,31.561,-2.111,-3.685,-2.528,292.916,0.938,991.261,0.974,348.147,92.800,1002.978,0.974,2.000,NaN
48.606,54.076,-130.506,3583.210,6.943,7.489,31.561,-2.131,-3.682,-2.526,292.935,0.938,991.218,0.974,348.170,92.800,1002.935,0.974,2.000,NaN
48.607,54.076,-130.506,3583.210,6.942,7.489,31.561,-2.135,-3.697,-2.541,292.915,0.938,991.244,0.974,348.144,92.796,1002.959,0.974,2.000,NaN
48.608,54.076,-130.506,3583.223,6.944,7.490,31.561,-2.150,-3.703,-2.547,292.900,0.938,991.275,0.974,348.131,92.794,1002.985,0.974,2.000,NaN
48.610,54.076,-130.506,3583.223,6.944,7.492,31.561,-2.157,-3.694,-2.538,292.913,0.938,991.246,0.974,348.147,92.803,1002.949,0.974,2.000,NaN
48.611,54.076,-130.506,3583.236,6.943,7.493,31.561,-2.196,-3.654,-2.497,292.915,0.938,990.919,0.973,348.176,92.807,1002.613,0.973,2.000,NaN
48.613,54.076,-130.506,3583.236,6.940,7.486,31.561,-2.202,-3.604,-2.446,292.913,0.938,990.422,0.973,348.242,92.798,1002.106,0.973,2.000,NaN
48.614,54.076,-130.506,3583.236,6.935,7.464,31.561,-2.182,-3.592,-2.433,292.940,0.937,990.310,0.972,348.326,92.765,1001.982,0.972,2.000,NaN
48.615,54.076,-130.506,3583.236,6.931,7.444,31.561,-2.169,-3.608,-2.451,292.993,0.938,990.525,0.973,348.348,92.732,1002.184,0.973,2.000,NaN
48.617,54.076,-130.506,3583.236,6.929,7.439,31.561,-2.141,-3.642,-2.485,293.009,0.938,990.807,0.973,348.308,92.720,1002.455,0.973,2.000,NaN
48.618,54.076,-130.506,3583.236,6.929,7.449,31.561,-2.129,-3.659,-2.503,293.003,0.938,990.939,0.973,348.283,92.740,1002.576,0.973,2.000,NaN
48.619,54.076,-130.506,3583.236,6.927,7.458,31.561,-2.128,-3.647,-2.491,293.040,0.938,990.918,0.973,348.358,92.771,1002.544,0.973,2.000,NaN
48.621,54.076,-130.506,3583.236,6.921,7.459,31.561,-2.147,-3.648,-2.493,293.080,0.938,990.917,0.973,348.415,92.791,1002.531,0.973,2.000,NaN
48.622,54.076,-130.506,3583.263,6.918,7.457,31.560,-2.142,-3.636,-2.480,293.123,0.938,990.897,0.973,348.472,92.800,1002.498,0.973,2.000,NaN
48.624,54.076,-130.506,3583.263,6.914,7.453,31.560,-2.239,-3.636,-2.482,293.150,0.938,990.898,0.973,348.495,92.798,1002.486,0.973,2.000,NaN
48.625,54.076,-130.506,3583.263,6.912,7.448,31.560,-2.366,-3.633,-2.458,293.172,0.938,990.893,0.973,348.505,92.791,1002.468,0.973,2.000,NaN
48.626,54.076,-130.506,3583.276,6.913,7.446,31.560,-2.359,-3.632,-2.457,293.178,0.938,990.927,0.973,348.486,92.787,1002.493,0.973,2.000,NaN
48.628,54.076,-130.505,3583.349,6.917,7.447,31.560,-2.220,-3.628,-2.453,293.190,0.938,991.039,0.973,348.511,92.794,1002.598,0.973,2.000,NaN
48.629,54.076,-130.505,3583.367,6.915,7.447,31.560,-2.102,-3.616,-2.441,293.214,0.938,990.973,0.973,348.546,92.805,1002.528,0.973,2.000,NaN
48.631,54.077,-130.505,3583.566,6.910,7.444,31.559,-2.098,-3.590,-2.414,293.285,0.938,990.889,0.973,348.629,92.819,1002.443,0.973,2.000,NaN
48.632,54.078,-130.511,3584.024,6.914,7.446,31.563,-2.269,-3.659,-2.470,293.118,0.938,991.002,0.973,348.337,92.760,1002.560,0.973,2.000,NaN
48.633,54.080,-130.519,3584.653,6.956,7.471,31.570,-2.370,-3.706,-2.515,292.739,0.937,991.119,0.973,347.809,92.689,1002.685,0.973,2.000,NaN
48.635,54.085,-130.521,3585.251,6.992,7.502,31.575,-2.428,-3.725,-2.531,292.461,0.937,991.173,0.973,347.465,92.664,1002.755,0.973,2.000,NaN
48.636,54.090,-130.515,3585.959,7.012,7.523,31.575,-2.446,-3.710,-2.515,292.325,0.937,991.068,0.973,347.336,92.669,1002.675,0.973,2.000,NaN
48.637,54.095,-130.508,3586.707,7.009,7.527,31.572,-2.436,-3.718,-2.522,292.314,0.937,991.001,0.973,347.342,92.680,1002.637,0.973,2.000,NaN
48.639,54.100,-130.500,3587.467,7.004,7.524,31.568,-2.391,-3.680,-2.484,292.411,0.937,990.876,0.973,347.487,92.703,1002.546,0.973,2.000,NaN
48.640,54.105,-130.493,3588.215,6.993,7.516,31.566,-2.341,-3.670,-2.390,292.489,0.937,990.795,0.973,347.576,92.711,1002.504,0.973,2.000,NaN
48.642,54.110,-130.486,3588.950,6.981,7.509,31.560,-2.338,-3.786,-2.508,292.335,0.936,990.900,0.973,347.347,92.639,1002.652,0.973,2.000,NaN
48.643,54.116,-130.479,3589.722,7.002,7.522,31.557,-2.397,-3.957,-2.681,291.869,0.935,991.203,0.974,346.648,92.499,1003.004,0.974,2.000,NaN
48.644,54.121,-130.472,3590.488,7.048,7.559,31.556,-2.601,-4.182,-2.906,291.131,0.934,991.584,0.975,345.632,92.326,1003.440,0.975,2.000,NaN
48.646,54.126,-130.465,3591.223,7.108,7.613,31.546,-2.945,-4.337,-3.057,290.301,0.932,991.353,0.975,344.539,92.158,1003.270,0.975,2.000,NaN
48.647,54.131,-130.458,3591.968,7.138,7.648,31.484,-3.239,-4.510,-3.229,289.629,0.931,990.768,0.974,343.707,91.991,1002.753,0.974,2.000,NaN
48.649,54.136,-130.451,3592.734,7.132,7.659,31.425,-3.679,-4.994,-3.721,288.511,0.926,990.451,0.975,342.155,91.605,1002.509,0.975,2.000,NaN
48.650,54.138,-130.441,3593.469,7.139,7.665,31.359,-4.030,-5.256,-3.984,287.726,0.924,989.674,0.975,341.149,91.329,1001.809,0.975,2.000,NaN
48.651,54.139,-130.430,3594.214,7.083,7.629,31.275,-4.233,-5.414,-4.148,287.509,0.921,988.440,0.974,340.867,91.147,1000.655,0.974,2.000,NaN
48.653,54.141,-130.420,3594.941,6.992,7.559,31.160,-4.459,-5.699,-4.443,287.234,0.918,987.053,0.973,340.390,90.849,999.347,0.973,2.000,NaN
48.654,54.142,-130.409,3595.665,6.873,7.465,31.027,-4.722,-6.046,-4.803,287.155,0.914,986.124,0.973,340.064,90.544,998.495,0.973,2.000,NaN
48.656,54.143,-130.399,3596.384,6.789,7.381,30.941,-4.951,-6.326,-5.093,286.970,0.911,985.366,0.973,339.588,90.245,997.807,0.973,2.000,NaN
48.657,54.144,-130.388,3597.113,6.734,7.323,30.868,-5.167,-6.562,-5.336,286.852,0.909,985.207,0.973,339.246,90.033,997.710,0.973,2.000,NaN
48.658,54.145,-130.378,3597.828,6.690,7.274,30.804,-5.311,-6.697,-5.478,287.032,0.909,985.561,0.974,339.358,89.956,998.118,0.974,2.000,NaN
48.660,54.146,-130.368,3598.500,6.600,7.195,30.674,NaN,-6.571,-5.357,288.316,0.910,985.982,0.974,340.963,90.152,998.586,0.974,2.000,NaN
48.661,54.147,-130.360,3599.052,6.448,7.078,30.526,NaN,-6.508,-5.305,289.879,0.911,986.327,0.974,342.392,90.295,998.970,0.974,2.000,NaN
48.662,54.147,-130.357,3599.358,6.320,6.948,30.279,-5.010,-6.046,-4.846,292.090,0.913,985.349,0.972,344.683,90.559,998.017,0.972,2.000,NaN
48.664,54.146,-130.357,3599.455,6.240,6.869,30.307,-5.053,-6.410,-5.223,291.907,0.911,986.152,0.974,344.038,90.320,998.835,0.974,2.000,NaN
48.665,54.146,-130.358,3599.510,6.344,6.889,30.314,-5.152,-6.218,-5.019,291.675,0.913,986.202,0.973,343.745,90.285,998.887,0.973,2.000,NaN
48.667,54.146,-130.358,3599.592,6.292,6.874,30.241,-5.157,-6.198,-5.003,292.259,0.913,986.329,0.973,344.388,90.399,999.014,0.973,2.000,NaN
48.668,54.145,-130.359,3599.629,6.281,6.852,30.214,-5.185,-6.217,-5.023,292.581,0.914,987.143,0.974,344.713,90.436,999.821,0.974,2.000,NaN
48.669,54.146,-130.359,3599.640,6.243,6.809,30.098,-5.094,-5.968,-4.773,293.711,0.916,987.192,0.974,346.044,90.656,999.858,0.974,2.000,NaN
48.671,54.146,-130.358,3599.698,6.098,6.714,29.960,-4.904,-5.863,-4.679,295.245,0.916,987.196,0.974,347.715,90.862,999.847,0.974,2.000,NaN
48.672,54.146,-130.358,3599.751,5.999,6.621,29.871,-4.767,-5.763,-4.586,296.345,0.917,987.141,0.973,348.857,90.951,999.767,0.973,2.000,NaN
48.674,54.147,-130.358,3599.777,5.939,6.552,29.817,-4.680,-5.688,-4.515,297.040,0.918,987.081,0.973,349.534,90.983,999.673,0.973,2.000,NaN
48.675,54.147,-130.358,3599.790,5.893,6.500,29.770,-4.579,-5.616,-4.445,297.622,0.918,987.009,0.973,350.099,91.012,999.557,0.973,2.000,NaN
48.676,54.146,-130.358,3599.825,5.866,6.462,29.743,-4.479,-5.549,-4.379,297.964,0.918,986.780,0.972,350.342,91.013,999.275,0.972,2.000,NaN
48.678,54.146,-130.357,3599.959,5.871,6.457,29.778,-4.480,-5.706,-4.538,297.547,0.918,987.035,0.973,349.687,90.865,999.469,0.973,2.000,NaN
48.679,54.143,-130.351,3600.425,5.987,6.520,29.852,-4.617,-5.705,-4.527,296.486,0.917,986.716,0.973,348.416,90.702,999.084,0.973,2.000,NaN
48.681,54.140,-130.345,3600.997,6.058,6.587,29.915,-4.641,-5.707,-4.521,295.642,0.916,985.957,0.972,347.587,90.629,998.258,0.972,2.000,NaN
48.682,54.137,-130.338,3601.592,6.112,6.640,30.059,-4.660,-5.841,-4.653,294.534,0.915,985.598,0.972,346.554,90.481,997.833,0.972,2.000,NaN
48.683,54.134,-130.331,3602.198,6.216,6.725,30.244,-4.805,-6.060,-4.865,292.812,0.913,985.262,0.972,344.654,90.212,997.432,0.972,2.000,NaN
48.685,54.131,-130.323,3602.828,6.358,6.848,30.392,-4.939,-6.225,-5.021,291.009,0.911,984.822,0.972,342.776,89.993,996.932,0.972,2.000,NaN
48.686,54.128,-130.315,3603.466,6.471,6.959,30.505,-5.134,-6.504,-5.294,289.323,0.909,984.789,0.972,341.008,89.767,996.846,0.972,2.000,NaN
48.688,54.125,-130.308,3604.107,6.572,7.057,30.603,-5.346,-6.836,-5.624,287.783,0.907,985.300,0.974,339.262,89.537,997.310,0.974,2.000,NaN
48.689,54.122,-130.300,3604.766,6.659,7.144,30.677,-5.425,-6.904,-5.686,287.012,0.907,985.711,0.974,338.608,89.533,997.680,0.974,2.000,NaN
48.690,54.118,-130.293,3605.418,6.695,7.195,30.707,-5.418,-6.936,-5.716,286.722,0.907,986.003,0.974,338.431,89.588,997.939,0.974,2.000,NaN
