267.193,49.131,-132.099,3083.959,15.754,16.060,32.297,0.608,0.046,0.308,257.494,1.005,1025.250,1.004,303.595,98.518,1030.883,1.004,9500.000
267.194,49.131,-132.091,3084.542,15.755,16.058,32.297,0.634,0.078,0.340,257.535,1.005,1025.166,1.004,303.664,98.530,1030.801,1.004,9501.000
267.196,49.130,-132.083,3085.139,15.753,16.056,32.296,0.658,0.106,0.369,257.564,1.005,1025.017,1.004,303.739,98.539,1030.654,1.004,9502.000
267.197,49.130,-132.076,3085.706,15.749,16.052,32.296,0.669,0.106,0.369,257.596,1.005,1025.058,1.004,303.768,98.545,1030.699,1.004,9503.000
267.199,49.129,-132.068,3086.306,15.743,16.047,32.297,0.662,0.111,0.373,257.623,1.005,1025.019,1.004,303.807,98.549,1030.665,1.004,9504.000
267.200,49.129,-132.061,3086.871,15.736,16.041,32.296,0.662,0.112,0.375,257.660,1.005,1024.997,1.004,303.864,98.553,1030.649,1.004,9505.000
267.201,49.128,-132.053,3087.453,15.727,16.033,32.297,0.681,0.184,0.448,257.867,1.006,1025.060,1.004,304.129,98.621,1030.720,1.004,9506.000
267.203,49.127,-132.046,3088.018,15.713,16.023,32.297,0.716,0.289,0.553,258.135,1.007,1024.992,1.004,304.483,98.710,1030.663,1.004,9507.000
267.204,49.127,-132.038,3088.587,15.697,16.011,32.297,0.760,0.325,0.590,258.320,1.007,1025.112,1.004,304.730,98.760,1030.795,1.004,9508.000
267.206,49.126,-132.030,3089.178,15.689,16.003,32.297,0.794,0.377,0.642,258.456,1.007,1025.083,1.004,304.890,98.796,1030.777,1.004,9509.000
267.207,49.125,-132.023,3089.759,15.683,15.998,32.297,0.811,0.405,0.670,258.506,1.007,1024.932,1.003,304.974,98.806,1030.636,1.003,9510.000
267.208,49.125,-132.015,3090.331,15.678,15.993,32.297,0.815,0.382,0.647,258.507,1.007,1025.012,1.004,304.950,98.797,1030.725,1.004,9511.000
267.210,49.124,-132.008,3090.908,15.672,15.988,32.298,0.803,0.345,0.610,258.496,1.007,1025.147,1.004,304.877,98.783,1030.867,1.004,9512.000
267.211,49.123,-132.000,3091.483,15.667,15.983,32.299,0.780,0.311,0.579,258.454,1.007,1025.166,1.004,304.818,98.756,1030.891,1.004,9513.000
267.213,49.123,-131.992,3092.070,15.668,15.982,32.301,0.785,0.286,0.554,258.415,1.007,1025.255,1.004,304.767,98.737,1030.984,1.004,9514.000
267.214,49.122,-131.985,3092.637,15.673,15.985,32.302,0.806,0.293,0.562,258.386,1.007,1025.181,1.004,304.752,98.732,1030.912,1.004,9515.000
267.215,49.121,-131.977,3093.210,15.676,15.989,32.303,0.823,0.288,0.557,258.351,1.007,1025.156,1.004,304.711,98.729,1030.889,1.004,9516.000
267.217,49.121,-131.970,3093.776,15.679,15.992,32.303,0.835,0.294,0.563,258.357,1.007,1025.181,1.004,304.704,98.736,1030.917,1.004,9517.000
267.218,49.120,-131.962,3094.351,15.681,15.994,32.303,NaN,0.316,0.584,258.400,1.007,1025.214,1.004,304.760,98.757,1030.952,1.004,9518.000
267.219,49.120,-131.954,3094.937,15.684,15.997,32.303,NaN,0.356,0.624,258.487,1.007,1025.298,1.004,304.881,98.798,1031.039,1.004,9519.000
267.221,49.119,-131.947,3095.503,15.688,16.000,32.304,0.952,0.417,0.685,258.596,1.008,1025.327,1.004,305.011,98.847,1031.071,1.004,9520.000
267.222,49.118,-131.940,3096.069,15.692,16.005,32.305,0.970,0.455,0.723,258.670,1.008,1025.412,1.004,305.118,98.888,1031.157,1.004,9521.000
267.224,49.118,-131.932,3096.635,15.696,16.010,32.306,0.993,0.513,0.782,258.749,1.009,1025.343,1.004,305.236,98.934,1031.090,1.004,9522.000
267.225,49.117,-131.924,3097.211,15.700,16.019,32.307,1.021,0.542,0.810,258.762,1.009,1025.246,1.003,305.266,98.956,1030.994,1.003,9523.000
267.226,49.117,-131.917,3097.770,15.701,16.031,32.307,1.040,0.539,0.808,258.737,1.009,1025.189,1.003,305.231,98.967,1030.936,1.003,9524.000
267.228,49.117,-131.910,3098.320,15.703,16.042,32.307,1.030,0.503,0.772,258.640,1.008,1025.133,1.003,304.912,98.954,1030.877,1.003,9525.000
267.229,49.116,-131.902,3098.891,15.705,16.049,32.307,0.974,0.430,0.699,258.498,1.008,1025.208,1.004,304.612,98.905,1030.946,1.004,9526.000
267.231,49.115,-131.895,3099.453,15.708,16.048,32.307,0.937,0.466,0.734,258.514,1.008,1025.050,1.003,304.850,98.916,1030.778,1.003,9527.000
267.232,49.115,-131.887,3100.046,15.711,16.042,32.308,0.896,0.480,0.748,258.555,1.008,1025.150,1.003,304.976,98.921,1030.864,1.003,9528.000
267.233,49.114,-131.880,3100.612,15.714,16.037,32.308,0.862,0.470,0.738,258.531,1.008,1025.201,1.004,304.936,98.898,1030.898,1.004,9529.000
267.235,49.113,-131.872,3101.194,15.726,16.040,32.309,0.807,0.434,0.702,258.401,1.008,1025.222,1.004,304.723,98.844,1030.901,1.004,9530.000
267.236,49.113,-131.865,3101.775,15.751,16.054,32.310,0.772,0.404,0.672,258.228,1.008,1025.289,1.004,304.439,98.793,1030.949,1.004,9531.000
267.238,49.112,-131.857,3102.338,15.778,16.076,32.311,0.756,0.411,0.678,258.054,1.008,1025.085,1.004,304.207,98.765,1030.725,1.004,9532.000
267.239,49.111,-131.850,3102.926,15.794,16.094,32.311,0.761,0.373,0.640,257.903,1.007,1025.127,1.004,304.049,98.746,1030.748,1.004,9533.000
267.240,49.111,-131.842,3103.508,15.805,16.108,32.312,0.771,0.341,0.608,257.799,1.007,1025.190,1.004,303.932,98.733,1030.792,1.004,9534.000
267.242,49.110,-131.835,3104.072,15.817,16.119,32.312,NaN,0.318,0.584,257.711,1.007,1025.269,1.004,303.838,98.718,1030.853,1.004,9535.000
267.243,49.109,-131.827,3104.656,15.828,16.130,32.313,NaN,0.277,0.542,257.601,1.007,1025.404,1.004,303.704,98.699,1030.971,1.004,9536.000
267.244,49.109,-131.820,3105.230,15.840,16.141,32.313,0.759,0.239,0.505,257.473,1.007,1025.429,1.004,303.558,98.669,1030.979,1.004,9537.000
267.246,49.108,-131.812,3105.805,15.850,16.151,32.312,0.747,0.201,0.466,257.331,1.006,1025.371,1.004,303.380,98.631,1030.906,1.004,9538.000
267.247,49.107,-131.804,3106.400,15.860,16.161,32.310,0.703,0.162,0.426,257.193,1.006,1025.329,1.004,303.213,98.597,1030.850,1.004,9539.000
267.249,49.107,-131.797,3106.993,15.864,16.168,32.307,0.659,0.116,0.380,257.059,1.005,1025.247,1.004,303.031,98.554,1030.754,1.004,9540.000
267.250,49.106,-131.789,3107.557,15.867,16.172,32.304,0.612,0.053,0.318,256.946,1.005,1025.340,1.005,302.875,98.516,1030.833,1.005,9541.000
267.251,49.105,-131.781,3108.159,15.866,16.173,32.300,0.552,0.013,0.277,256.867,1.005,1025.302,1.005,302.775,98.486,1030.780,1.005,9542.000
267.253,49.105,-131.774,3108.718,15.865,16.173,32.298,0.516,-0.033,0.231,256.816,1.005,1025.432,1.005,302.715,98.461,1030.896,1.005,9543.000
267.254,49.104,-131.766,3109.297,15.871,16.177,32.299,0.493,-0.090,0.174,256.689,1.004,1025.523,1.005,302.515,98.412,1030.973,1.005,9544.000
267.256,49.103,-131.759,3109.874,15.893,16.190,32.302,0.446,-0.132,0.132,256.492,1.004,1025.531,1.005,302.201,98.353,1030.967,1.005,9545.000
267.257,49.102,-131.752,3110.423,15.920,16.212,32.306,0.409,-0.192,0.071,256.245,1.003,1025.597,1.005,301.828,98.294,1031.023,1.005,9546.000
267.258,49.102,-131.744,3111.013,15.950,16.236,32.310,0.389,-0.194,0.077,256.090,1.003,1025.617,1.005,301.629,98.281,1031.035,1.005,9547.000
267.260,49.101,-131.737,3111.572,15.980,16.264,32.314,0.401,-0.140,0.131,256.022,1.004,1025.545,1.005,301.598,98.312,1030.960,1.005,9548.000
267.261,49.100,-131.730,3112.129,15.998,16.285,32.316,0.438,-0.106,0.164,255.992,1.004,1025.519,1.005,301.594,98.347,1030.935,1.005,9549.000
267.262,49.099,-131.722,3112.709,16.005,16.298,32.317,0.462,-0.070,0.200,256.000,1.004,1025.409,1.005,301.643,98.380,1030.829,1.005,9550.000
267.264,49.099,-131.715,3113.287,16.009,16.305,32.317,0.469,-0.051,0.220,255.992,1.004,1025.313,1.005,301.613,98.389,1030.740,1.005,9551.000
267.265,49.097,-131.708,3113.862,16.027,16.317,32.316,0.478,-0.016,0.254,255.954,1.004,1025.229,1.005,301.516,98.392,1030.665,1.005,9552.000
267.267,49.097,-131.700,3114.461,16.059,16.341,32.316,0.495,0.023,0.292,255.855,1.005,1025.150,1.004,301.387,98.398,1030.595,1.004,9553.000
267.268,49.096,-131.692,3115.016,16.067,16.367,32.316,0.521,-0.002,0.268,255.744,1.004,1025.069,1.004,301.292,98.406,1030.526,1.004,9554.000
267.269,49.095,-131.685,3115.577,16.079,16.387,32.315,0.533,-0.079,0.190,255.512,1.004,1025.013,1.005,300.914,98.343,1030.481,1.005,9555.000
267.271,49.095,-131.677,3116.193,16.094,16.405,32.314,0.499,-0.206,0.063,255.186,1.003,1025.014,1.005,300.398,98.249,1030.493,1.005,9556.000
267.272,49.094,-131.670,3116.759,16.099,16.415,32.312,0.468,-0.294,-0.026,255.032,1.002,1025.218,1.005,300.364,98.215,1030.706,1.005,9557.000
267.274,49.093,-131.662,3117.330,16.104,16.415,32.310,0.446,-0.298,-0.030,255.006,1.002,1025.225,1.005,300.393,98.210,1030.722,1.005,9558.000
267.275,49.093,-131.655,3117.916,16.106,16.412,32.309,0.450,-0.268,0.000,255.037,1.002,1025.139,1.005,300.451,98.213,1030.645,1.005,9559.000
267.276,49.092,-131.647,3118.501,16.110,16.411,32.309,0.471,-0.234,0.034,255.053,1.003,1025.008,1.005,300.499,98.217,1030.524,1.005,9560.000
267.278,49.091,-131.639,3119.114,16.115,16.413,32.308,0.486,-0.192,0.077,255.062,1.003,1024.792,1.005,300.459,98.221,1030.318,1.005,9561.000
267.279,49.090,-131.632,3119.667,16.122,16.418,32.308,0.499,-0.185,0.084,255.048,1.003,1024.818,1.005,300.373,98.223,1030.357,1.005,9562.000
267.281,49.090,-131.624,3120.259,16.126,16.423,32.307,0.511,-0.184,0.085,255.012,1.003,1024.752,1.005,300.365,98.222,1030.306,1.005,9563.000
267.282,49.089,-131.616,3120.849,16.123,16.423,32.307,0.509,-0.163,0.106,255.054,1.003,1024.695,1.004,300.491,98.247,1030.266,1.004,9564.000
267.283,49.088,-131.609,3121.447,16.093,16.406,32.309,0.509,-0.074,0.195,255.382,1.004,1024.702,1.004,301.023,98.365,1030.294,1.004,9565.000
267.285,49.088,-131.601,3122.048,16.036,16.369,32.311,0.547,-0.021,0.250,255.772,1.004,1024.702,1.004,301.602,98.462,1030.315,1.004,9566.000
267.286,49.087,-131.593,3122.627,15.999,16.330,32.314,0.558,0.043,0.315,256.069,1.004,1024.643,1.004,301.839,98.497,1030.275,1.004,9567.000
267.287,49.086,-131.586,3123.216,15.978,16.303,32.315,0.568,0.103,0.375,256.289,1.005,1024.607,1.004,302.096,98.527,1030.259,1.004,9568.000
267.289,49.085,-131.578,3123.786,15.952,16.278,32.316,0.577,0.200,0.473,256.595,1.006,1024.541,1.004,302.521,98.605,1030.208,1.004,9569.000
267.290,49.084,-131.571,3124.386,15.927,16.256,32.318,0.621,0.260,0.534,256.826,1.006,1024.490,1.003,302.806,98.650,1030.172,1.003,9570.000
267.292,49.084,-131.563,3124.972,15.924,16.244,32.319,0.645,0.318,0.592,256.947,1.006,1024.444,1.003,302.847,98.664,1030.137,1.003,9571.000
267.293,49.083,-131.556,3125.539,15.934,16.244,32.319,0.653,0.371,0.645,256.993,1.007,1024.401,1.003,302.886,98.678,1030.103,1.003,9572.000
267.294,49.082,-131.548,3126.120,15.944,16.251,32.320,0.660,0.414,0.688,257.016,1.007,1024.362,1.003,302.907,98.695,1030.071,1.003,9573.000
267.296,49.081,-131.541,3126.698,15.955,16.259,32.320,0.660,0.398,0.672,256.921,1.007,1024.327,1.003,302.781,98.675,1030.040,1.003,9574.000
267.297,49.081,-131.533,3127.278,15.970,16.271,32.318,0.666,0.326,0.599,256.693,1.006,1024.296,1.003,302.387,98.598,1030.010,1.003,9575.000
267.299,49.080,-131.526,3127.855,15.999,16.291,32.317,0.676,0.305,0.578,256.503,1.006,1024.269,1.003,302.158,98.565,1029.982,1.003,9576.000
267.300,49.079,-131.518,3128.441,15.997,16.300,32.318,0.700,0.295,0.568,256.484,1.006,1024.244,1.003,302.224,98.583,1029.955,1.003,9577.000
267.301,49.078,-131.511,3129.033,15.992,16.300,32.319,0.717,0.312,0.584,256.531,1.006,1024.222,1.003,302.321,98.606,1029.929,1.003,9578.000
267.303,49.078,-131.503,3129.626,15.986,16.296,32.320,0.737,0.367,0.640,256.672,1.007,1024.214,1.003,302.550,98.662,1029.915,1.003,9579.000
267.304,49.077,-131.495,3130.202,15.964,16.282,32.320,0.784,0.437,0.717,256.923,1.007,1024.207,1.003,302.933,98.745,1029.901,1.003,9580.000
267.306,49.076,-131.488,3130.790,15.925,16.255,32.319,0.824,0.494,0.775,257.228,1.008,1024.191,1.003,303.417,98.830,1029.876,1.003,9581.000
267.307,49.075,-131.480,3131.373,15.874,16.218,32.319,0.851,0.499,0.781,257.494,1.008,1024.171,1.003,303.857,98.866,1029.842,1.003,9582.000
267.308,49.074,-131.473,3131.947,15.843,16.187,32.318,0.857,0.491,0.773,257.633,1.008,1024.155,1.003,303.951,98.856,1029.808,1.003,9583.000
267.310,49.074,-131.465,3132.521,15.830,16.172,32.317,0.842,0.461,0.744,257.644,1.007,1024.160,1.003,303.884,98.819,1029.790,1.003,9584.000
267.311,49.073,-131.458,3133.112,15.823,16.168,32.315,0.772,0.428,0.711,257.616,1.007,1024.162,1.003,303.556,98.789,1029.765,1.003,9585.000
267.313,49.072,-131.450,3133.681,15.821,16.168,32.312,0.700,0.295,0.577,257.368,1.006,1024.188,1.003,303.200,98.680,1029.758,1.003,9586.000
267.314,49.071,-131.443,3134.271,15.822,16.162,32.310,0.598,0.280,0.562,257.342,1.006,1024.211,1.003,303.327,98.661,1029.745,1.003,9587.000
267.315,49.071,-131.435,3134.841,15.825,16.154,32.310,0.566,0.309,0.592,257.389,1.006,1024.236,1.003,303.438,98.664,1029.730,1.003,9588.000
267.317,49.070,-131.428,3135.434,15.832,16.147,32.310,0.551,0.355,0.637,257.454,1.007,1024.262,1.003,303.529,98.673,1029.715,1.003,9589.000
267.318,49.069,-131.420,3136.011,15.838,16.145,32.311,0.599,0.375,0.657,257.471,1.007,1024.291,1.003,303.490,98.674,1029.702,1.003,9590.000
267.319,49.068,-131.412,3136.601,15.850,16.149,32.313,0.630,0.383,0.665,257.433,1.007,1024.320,1.003,303.439,98.663,1029.689,1.003,9591.000
267.321,49.068,-131.405,3137.171,15.865,16.159,32.315,0.608,0.360,0.641,257.310,1.007,1024.350,1.003,303.209,98.622,1029.677,1.003,9592.000
267.322,49.067,-131.398,3137.732,15.918,16.190,32.317,0.573,0.287,0.567,256.899,1.006,1024.380,1.003,302.543,98.496,1029.666,1.003,9593.000
267.324,49.066,-131.390,3138.313,15.989,16.243,32.314,0.522,0.173,0.452,256.326,1.005,1024.409,1.004,301.767,98.360,1029.656,1.004,9594.000
267.325,49.065,-131.382,3138.907,16.051,16.301,32.308,0.453,0.004,0.280,255.686,1.004,1024.434,1.004,300.960,98.213,1029.646,1.004,9595.000
267.326,49.065,-131.375,3139.480,16.101,16.351,32.301,NaN,-0.131,0.144,255.176,1.003,1024.455,1.004,300.352,98.108,1029.637,1.004,9596.000
267.328,49.064,-131.367,3140.069,16.133,16.389,32.296,NaN,-0.244,0.030,254.802,1.002,1024.472,1.005,299.928,98.037,1029.629,1.005,9597.000
267.329,49.063,-131.360,3140.649,16.155,16.415,32.293,0.316,-0.311,-0.038,254.568,1.002,1024.486,1.005,299.619,97.995,1029.622,1.005,9598.000
267.331,49.063,-131.352,3141.225,16.170,16.435,32.291,0.318,-0.360,-0.087,254.397,1.001,1024.497,1.005,299.431,97.967,1029.615,1.005,9599.000
267.332,49.062,-131.345,3141.814,16.179,16.447,32.291,0.315,-0.388,-0.116,254.296,1.001,1024.507,1.005,299.347,97.955,1029.609,1.005,9600.000
267.333,49.061,-131.337,3142.381,16.189,16.458,32.291,0.286,-0.404,-0.132,254.219,1.001,1024.514,1.005,299.266,97.945,1029.603,1.005,9601.000
267.335,49.060,-131.329,3142.964,16.197,16.467,32.291,0.286,-0.407,-0.135,254.175,1.001,1024.520,1.005,299.203,97.946,1029.599,1.005,9602.000
267.336,49.060,-131.322,3143.539,16.199,16.471,32.292,0.303,-0.402,-0.131,254.176,1.001,1024.524,1.005,299.212,97.955,1029.596,1.005,9603.000
267.338,49.059,-131.315,3144.110,16.197,16.472,32.292,0.343,-0.401,-0.129,254.188,1.001,1024.522,1.005,299.249,97.962,1029.591,1.005,9604.000
267.339,49.058,-131.307,3144.685,16.190,16.469,32.291,0.369,NaN,NaN,254.201,1.001,NaN,NaN,299.117,97.946,NaN,NaN,9605.000
267.340,49.058,-131.299,3145.264,16.186,16.465,32.290,NaN,NaN,NaN,NaN,NaN,1024.507,NaN,298.159,NaN,1029.580,NaN,9606.000
267.342,49.057,-131.292,3145.860,16.183,16.465,32.291,0.168,-0.589,-0.318,253.872,0.999,1024.499,1.005,298.016,97.775,1029.579,1.005,9607.000
267.343,49.056,-131.284,3146.452,16.184,16.468,32.294,0.234,-0.508,-0.236,254.025,1.000,1024.487,1.005,298.728,97.874,1029.577,1.005,9608.000
267.344,49.056,-131.276,3147.040,16.183,16.471,32.296,0.286,-0.430,-0.159,254.177,1.001,1024.474,1.005,299.189,97.962,1029.575,1.005,9609.000
267.346,49.055,-131.269,3147.623,16.180,16.468,32.295,0.331,-0.397,-0.125,254.259,1.001,1024.458,1.005,299.359,97.997,1029.573,1.005,9610.000
267.347,49.054,-131.262,3148.190,16.186,16.469,32.296,0.340,-0.377,-0.105,254.266,1.001,1024.441,1.005,299.410,98.003,1029.571,1.005,9611.000
267.349,49.053,-131.254,3148.777,16.188,16.472,32.296,0.316,-0.379,-0.108,254.243,1.001,1024.424,1.005,299.412,97.999,1029.570,1.005,9612.000
267.350,49.053,-131.247,3149.343,16.189,16.476,32.295,0.282,-0.393,-0.102,254.209,1.001,1024.407,1.005,299.317,97.990,1029.569,1.005,9613.000
267.351,49.052,-131.239,3149.923,16.192,16.485,32.292,0.268,-0.409,-0.118,254.163,1.001,1024.389,1.005,299.251,97.981,1029.568,1.005,9614.000
267.353,49.051,-131.231,3150.510,16.191,16.495,32.286,0.265,-0.440,-0.150,254.108,1.001,1024.372,1.005,299.064,97.971,1029.567,1.005,9615.000
267.354,49.051,-131.224,3151.075,16.193,16.504,32.283,0.246,-0.511,-0.221,253.958,1.000,1024.359,1.005,298.767,97.925,1029.567,1.005,9616.000
267.356,49.050,-131.216,3151.642,16.193,16.505,32.281,0.236,-0.525,-0.235,253.930,1.000,1024.350,1.005,298.913,97.925,1029.567,1.005,9617.000
267.357,49.050,-131.209,3152.221,16.193,16.499,32.278,0.229,-0.523,-0.233,253.938,1.000,1024.345,1.005,298.980,97.920,1029.566,1.005,9618.000
267.358,49.049,-131.201,3152.790,16.196,16.492,32.277,0.222,-0.497,-0.207,253.973,1.000,1024.342,1.005,299.019,97.919,1029.566,1.005,9619.000
267.360,49.048,-131.194,3153.367,16.197,16.487,32.277,0.219,-0.473,-0.183,254.021,1.000,1024.342,1.005,299.089,97.929,1029.566,1.005,9620.000
267.361,49.048,-131.186,3153.961,16.194,16.482,32.280,0.222,-0.439,-0.149,254.099,1.001,1024.343,1.005,299.245,97.955,1029.566,1.005,9621.000
267.363,49.047,-131.179,3154.521,16.186,16.475,32.283,0.242,-0.432,-0.142,254.149,1.001,1024.346,1.005,299.302,97.964,1029.566,1.005,9622.000
267.364,49.047,-131.172,3155.081,16.179,16.468,32.284,0.275,-0.430,-0.140,254.189,1.001,1024.349,1.005,299.351,97.967,1029.566,1.005,9623.000
267.365,49.046,-131.164,3155.652,16.174,16.462,32.284,0.292,-0.425,-0.135,254.225,1.001,1024.354,1.005,299.380,97.968,1029.565,1.005,9624.000
267.367,49.045,-131.157,3156.222,16.167,16.457,32.284,0.313,-0.426,-0.136,254.259,1.001,1024.358,1.005,299.446,97.973,1029.565,1.005,9625.000
267.368,49.045,-131.150,3156.760,16.162,16.452,32.282,0.330,-0.421,-0.132,254.296,1.001,1024.361,1.005,299.442,97.973,1029.565,1.005,9626.000
267.369,49.044,-131.142,3157.323,16.164,16.451,32.279,0.377,-0.419,-0.129,254.299,1.001,1024.363,1.005,299.404,97.969,1029.564,1.005,9627.000
267.371,49.044,-131.135,3157.874,16.169,16.454,32.277,0.407,-0.424,-0.135,254.265,1.001,1024.365,1.005,299.397,97.960,1029.563,1.005,9628.000
267.372,49.043,-131.127,3158.436,16.171,16.457,32.275,0.395,-0.443,-0.154,254.215,1.001,1024.366,1.005,299.323,97.943,1029.563,1.005,9629.000
267.374,49.043,-131.120,3158.987,16.175,16.460,32.272,0.379,-0.473,-0.184,254.141,1.000,1024.366,1.005,299.151,97.918,1029.561,1.005,9630.000
267.375,49.042,-131.113,3159.530,16.179,16.464,32.268,0.347,-0.521,-0.215,254.030,1.000,1024.366,1.005,299.014,97.875,1029.559,1.005,9631.000
267.376,49.042,-131.106,3160.099,16.181,16.465,32.265,0.304,-0.515,-0.209,254.038,1.000,1024.365,1.005,299.033,97.880,1029.558,1.005,9632.000
267.378,49.041,-131.098,3160.648,16.182,16.465,32.265,0.277,-0.507,-0.201,254.050,1.000,1024.364,1.005,299.089,97.886,1029.556,1.005,9633.000
267.379,49.041,-131.091,3161.203,16.179,16.464,32.267,0.257,-0.502,-0.197,254.068,1.000,1024.363,1.005,299.161,97.894,1029.553,1.005,9634.000
267.381,49.040,-131.084,3161.745,16.178,16.462,32.269,0.233,-0.483,-0.178,254.108,1.000,1024.362,1.005,299.234,97.907,1029.550,1.005,9635.000
267.382,49.040,-131.077,3162.303,16.178,16.460,32.270,0.225,-0.483,-0.178,254.109,1.000,1024.361,1.005,299.186,97.902,1029.547,1.005,9636.000
267.383,49.039,-131.069,3162.857,16.177,16.459,32.269,0.145,-0.501,-0.196,254.077,1.000,1024.359,1.005,299.122,97.888,1029.543,1.005,9637.000
267.385,49.039,-131.062,3163.402,16.177,16.459,32.269,0.074,-0.514,-0.209,254.052,1.000,1024.355,1.005,299.105,97.875,1029.539,1.005,9638.000
267.386,49.038,-131.055,3163.953,16.178,16.459,32.269,0.025,-0.518,-0.213,254.037,1.000,1024.351,1.005,299.073,97.866,1029.536,1.005,9639.000
267.387,49.038,-131.048,3164.505,16.182,16.460,32.268,0.000,-0.523,-0.219,254.005,1.000,1024.345,1.005,298.990,97.855,1029.534,1.005,9640.000
267.389,49.037,-131.040,3165.066,16.184,16.462,32.267,-0.012,-0.524,-0.220,253.992,1.000,1024.339,1.005,298.968,97.854,1029.531,1.005,9641.000
267.390,49.037,-131.033,3165.607,16.186,16.464,32.265,0.005,-0.520,-0.216,253.993,1.000,1024.327,1.005,298.964,97.857,1029.523,1.005,9642.000
267.392,49.036,-131.026,3166.164,16.185,16.467,32.263,0.007,-0.515,-0.211,254.002,1.000,1024.309,1.005,298.974,97.863,1029.510,1.005,9643.000
267.393,49.035,-131.018,3166.710,16.181,16.473,32.261,0.008,-0.525,-0.221,254.002,1.000,1024.295,1.005,298.970,97.872,1029.501,1.005,9644.000
267.394,49.035,-131.011,3167.271,16.170,16.478,32.259,0.011,-0.558,-0.255,253.987,1.000,1024.278,1.005,298.782,97.872,1029.489,1.005,9645.000
267.396,49.035,-131.004,3167.821,16.159,16.480,32.257,-0.004,-0.628,-0.325,253.905,0.999,1024.272,1.005,298.485,97.843,1029.486,1.005,9646.000
