214.657,81.236,-63.882,7521.612,-1.113,0.499,30.047,5.195,4.226,4.029,416.533,1.084,1073.143,1.040,486.505,108.055,1094.830,1.040,2.000
214.658,81.236,-63.930,7522.421,-1.099,0.502,30.127,5.181,4.443,4.124,416.407,1.085,1072.037,1.039,486.668,108.099,1093.715,1.039,2.000
214.660,81.234,-63.976,7523.225,-1.089,0.512,30.183,5.188,4.577,4.266,416.442,1.086,1071.769,1.038,486.917,108.185,1093.439,1.038,2.000
214.661,81.232,-64.023,7524.050,-1.082,0.524,30.228,5.264,4.463,4.272,416.522,1.087,1073.522,1.040,487.170,108.278,1095.185,1.040,2.000
214.662,81.230,-64.069,7524.887,-1.072,0.531,30.277,5.282,4.607,4.330,416.889,1.088,1073.978,1.040,487.773,108.432,1095.637,1.040,2.000
214.664,81.226,-64.113,7525.728,-1.050,0.552,30.344,5.293,4.743,4.416,417.046,1.089,1074.460,1.040,488.199,108.590,1096.112,1.040,2.000
214.665,81.223,-64.158,7526.579,-1.022,0.576,30.406,5.305,4.865,4.495,417.121,1.091,1074.962,1.040,488.503,108.733,1096.606,1.040,2.000
214.667,81.220,-64.203,7527.418,-0.991,0.609,30.453,5.305,4.880,4.612,417.343,1.093,1076.722,1.042,488.898,108.922,1098.358,1.042,2.000
214.668,81.217,-64.249,7528.254,-0.966,0.634,30.484,5.326,5.009,4.724,417.373,1.094,1076.753,1.042,489.036,109.028,1098.382,1.042,2.000
214.669,81.213,-64.291,7529.091,-0.945,0.655,30.487,5.355,5.202,4.814,417.470,1.095,1076.042,1.041,489.143,109.115,1097.665,1.041,2.000
214.671,81.209,-64.333,7529.923,-0.933,0.673,30.485,5.359,5.107,4.898,417.678,1.096,1077.746,1.043,489.364,109.218,1099.366,1.043,2.000
214.672,81.205,-64.375,7530.751,-0.921,0.680,30.478,5.418,5.138,4.964,417.753,1.096,1077.990,1.043,489.410,109.252,1099.607,1.043,2.000
214.674,81.201,-64.416,7531.578,-0.915,0.690,30.464,5.430,5.231,4.909,417.800,1.096,1077.377,1.041,489.406,109.282,1098.994,1.041,2.000
214.675,81.198,-64.460,7532.425,-0.922,0.688,30.451,5.466,5.182,4.916,418.059,1.096,1078.200,1.042,489.654,109.330,1099.816,1.042,2.000
214.676,81.194,-64.504,7533.261,-0.952,0.658,30.430,5.454,5.303,4.870,418.455,1.096,1077.194,1.041,490.085,109.333,1098.812,1.041,2.000
214.678,81.191,-64.548,7534.100,-0.969,0.636,30.398,NaN,5.346,4.818,418.687,1.096,1076.681,1.041,490.278,109.308,1098.300,1.041,2.000
214.679,81.188,-64.593,7534.934,-0.948,0.665,30.363,5.403,5.155,4.807,418.544,1.097,1078.289,1.043,489.921,109.318,1099.911,1.043,2.000
214.681,81.185,-64.636,7535.751,-0.909,0.689,30.333,NaN,5.137,4.797,418.377,1.097,1078.913,1.044,489.591,109.318,1100.537,1.044,2.000
214.682,81.181,-64.677,7536.592,-0.868,0.732,30.310,NaN,5.164,4.722,418.029,1.097,1078.780,1.043,489.053,109.330,1100.408,1.043,2.000
214.683,81.176,-64.718,7537.445,-0.831,0.760,30.297,NaN,4.965,4.755,417.868,1.098,1081.046,1.046,488.791,109.355,1102.682,1.046,2.000
214.685,81.172,-64.759,7538.291,-0.798,0.806,30.291,5.744,5.088,4.798,417.791,1.099,1080.758,1.045,488.621,109.457,1102.403,1.045,2.000
214.686,81.167,-64.797,7539.115,-0.770,0.837,30.286,5.805,5.300,4.848,417.756,1.100,1079.678,1.044,488.536,109.533,1101.333,1.044,2.000
214.688,81.162,-64.830,7539.916,-0.753,0.857,30.275,5.885,5.106,4.822,417.780,1.100,1081.772,1.046,488.527,109.589,1103.437,1.046,2.000
214.689,81.157,-64.859,7540.709,-0.741,0.866,30.261,5.960,5.226,4.962,417.897,1.101,1081.323,1.046,488.564,109.629,1102.998,1.046,2.000
214.690,81.153,-64.885,7541.309,-0.744,0.864,30.243,6.018,5.282,4.941,417.862,1.100,1080.505,1.045,488.460,109.601,1102.190,1.045,2.000
214.692,81.148,-64.917,7542.062,-0.755,0.861,30.206,6.055,5.250,4.963,417.891,1.099,1080.227,1.045,488.380,109.571,1101.922,1.045,2.000
214.693,81.144,-64.956,7542.865,-0.773,0.844,30.167,6.104,5.252,4.987,418.047,1.099,1079.774,1.044,488.391,109.523,1101.479,1.044,2.000
214.694,81.140,-64.991,7543.661,-0.797,0.816,30.128,6.160,5.263,4.969,418.103,1.098,1078.799,1.043,488.350,109.430,1100.512,1.043,2.000
214.696,81.136,-65.028,7544.418,-0.828,0.791,30.087,6.240,5.205,4.874,418.119,1.097,1078.069,1.042,488.247,109.329,1099.790,1.042,2.000
214.697,81.132,-65.066,7545.214,-0.855,0.761,30.053,6.286,5.230,4.836,418.094,1.096,1076.727,1.041,488.079,109.204,1098.454,1.041,2.000
214.699,81.128,-65.107,7546.020,-0.886,0.728,30.027,6.336,5.081,4.720,418.072,1.094,1076.765,1.041,488.016,109.085,1098.498,1.041,2.000
214.700,81.126,-65.149,7546.806,-0.915,0.698,30.014,6.388,5.249,4.655,418.037,1.093,1074.278,1.039,487.962,108.983,1096.015,1.039,2.000
214.701,81.122,-65.191,7547.604,-0.914,0.700,30.003,6.412,4.983,4.664,418.024,1.093,1076.388,1.041,487.896,108.973,1098.130,1.041,2.000
214.703,81.119,-65.234,7548.410,-0.895,0.710,29.983,6.410,5.050,4.770,418.089,1.094,1076.408,1.041,487.883,109.002,1098.153,1.041,2.000
214.704,81.116,-65.276,7549.215,-0.879,0.729,29.960,6.369,5.156,4.865,418.154,1.094,1076.003,1.041,487.867,109.057,1097.752,1.041,2.000
214.706,81.113,-65.316,7550.019,-0.880,0.737,29.966,6.309,5.135,4.947,418.301,1.095,1076.584,1.041,488.033,109.116,1098.339,1.041,2.000
214.707,81.109,-65.357,7550.828,-0.882,0.728,29.998,6.205,5.192,4.980,418.192,1.095,1076.009,1.041,488.043,109.091,1097.768,1.041,2.000
214.708,81.105,-65.395,7551.637,-0.886,0.724,30.025,5.998,5.257,4.983,417.979,1.094,1074.973,1.040,487.910,109.048,1096.738,1.040,2.000
214.710,81.100,-65.430,7552.430,-0.905,0.713,30.052,5.610,5.092,4.933,417.920,1.094,1075.837,1.041,487.921,109.018,1097.609,1.041,2.000
214.711,81.095,-65.459,7553.213,-0.949,0.667,30.103,5.261,5.091,4.848,417.881,1.093,1074.861,1.040,488.110,108.924,1096.638,1.040,2.000
214.713,81.088,-65.483,7554.005,-0.977,0.635,30.204,5.022,5.056,4.676,417.143,1.091,1073.138,1.039,487.680,108.727,1094.922,1.039,2.000
214.714,81.082,-65.505,7554.772,-1.004,0.596,30.315,4.926,4.552,4.336,415.726,1.088,1073.668,1.040,486.436,108.332,1095.457,1.040,2.000
214.715,81.077,-65.530,7555.559,-1.022,0.579,30.390,4.864,4.437,4.192,415.109,1.086,1073.033,1.040,486.013,108.187,1094.829,1.040,2.000
214.717,81.071,-65.557,7556.379,-1.035,0.566,30.431,4.862,4.343,4.035,414.423,1.084,1071.904,1.039,485.379,108.006,1093.707,1.039,2.000
214.718,81.065,-65.586,7557.210,-1.045,0.562,30.450,4.901,4.143,3.999,414.203,1.083,1072.854,1.040,485.198,107.954,1094.667,1.040,2.000
214.719,81.061,-65.625,7557.985,-1.054,0.553,30.455,4.924,4.118,4.071,414.397,1.083,1073.360,1.040,485.424,107.977,1095.183,1.040,2.000
214.721,81.058,-65.657,7558.600,-1.061,0.544,30.451,4.985,4.263,4.146,414.685,1.084,1072.671,1.039,485.782,108.028,1094.504,1.039,2.000
214.722,81.056,-65.689,7559.223,-1.068,0.541,30.438,5.082,4.485,4.245,415.023,1.084,1071.392,1.038,486.155,108.101,1093.237,1.038,2.000
214.724,81.053,-65.722,7559.908,-1.072,0.540,30.415,5.152,4.293,4.329,415.564,1.086,1074.174,1.041,486.690,108.218,1096.033,1.041,2.000
214.725,81.048,-65.759,7560.702,-1.069,0.540,30.385,5.355,4.506,4.328,415.872,1.086,1073.068,1.039,486.953,108.278,1094.941,1.039,2.000
214.726,81.047,-65.801,7561.445,-1.068,0.544,30.356,5.523,4.625,4.315,416.171,1.087,1072.651,1.039,487.204,108.346,1094.539,1.039,2.000
214.728,81.046,-65.837,7562.075,-1.078,0.538,30.332,5.692,4.570,4.358,416.705,1.088,1074.067,1.040,487.728,108.443,1095.974,1.040,2.000
214.729,81.045,-65.878,7562.778,-1.096,0.518,30.317,5.778,4.700,4.362,417.122,1.088,1073.415,1.039,488.196,108.485,1095.340,1.039,2.000
214.731,81.044,-65.914,7563.433,-1.110,0.504,30.307,5.853,4.861,4.287,417.521,1.089,1072.655,1.038,488.671,108.548,1094.599,1.038,2.000
214.732,81.043,-65.941,7563.911,-1.115,0.502,30.298,5.860,4.727,4.282,417.967,1.090,1074.765,1.041,489.142,108.649,1096.731,1.041,2.000
214.733,81.041,-65.959,7564.279,-1.131,0.490,30.267,5.854,4.583,4.239,418.385,1.090,1076.359,1.042,489.542,108.699,1098.345,1.042,2.000
214.735,81.038,-65.990,7564.908,-1.191,0.418,30.201,5.811,4.950,4.491,420.748,1.094,1077.231,1.043,492.196,109.067,1099.238,1.043,2.000
214.736,81.035,-66.028,7565.660,-1.213,0.411,30.178,5.708,4.847,4.457,421.527,1.096,1079.342,1.045,492.945,109.225,1101.372,1.045,2.000
214.738,81.032,-66.067,7566.428,-1.222,0.397,30.164,5.599,4.991,4.476,421.670,1.095,1078.123,1.043,493.179,109.220,1100.174,1.043,2.000
214.739,81.029,-66.107,7567.175,-1.227,0.390,30.149,5.523,4.973,4.420,421.277,1.094,1076.958,1.043,492.668,109.087,1099.030,1.043,2.000
214.740,81.027,-66.145,7567.897,-1.235,0.389,30.137,5.492,4.694,4.345,420.902,1.093,1077.982,1.044,492.174,108.975,1100.075,1.044,2.000
214.742,81.025,-66.173,7568.403,-1.242,0.380,30.124,NaN,4.662,4.210,420.597,1.092,1077.115,1.043,491.745,108.853,1099.228,1.043,2.000
214.743,81.022,-66.201,7569.000,-1.256,0.365,30.115,NaN,4.606,4.211,420.536,1.091,1076.945,1.043,491.663,108.787,1099.078,1.043,2.000
214.744,81.017,-66.228,7569.726,-1.264,0.358,30.110,NaN,4.570,4.175,420.543,1.091,1076.983,1.043,491.669,108.766,1099.134,1.043,2.000
214.746,81.011,-66.235,7570.453,-1.265,0.353,30.108,NaN,4.480,4.189,420.628,1.091,1077.890,1.044,491.725,108.768,1100.058,1.044,2.000
214.747,81.004,-66.238,7571.223,-1.268,0.349,30.101,5.807,4.585,4.122,420.536,1.090,1076.604,1.043,491.627,108.730,1098.789,1.043,2.000
214.749,80.997,-66.241,7572.004,-1.262,0.354,30.098,5.884,4.754,4.059,420.303,1.090,1074.716,1.040,491.328,108.680,1096.918,1.040,2.000
214.750,80.990,-66.251,7572.764,-1.245,0.376,30.079,6.003,4.400,4.010,419.982,1.089,1077.207,1.043,490.837,108.638,1099.427,1.043,2.000
214.751,80.987,-66.267,7573.187,-1.235,0.385,30.066,6.095,4.420,3.997,419.727,1.089,1076.520,1.043,490.482,108.587,1098.758,1.043,2.000
214.753,80.985,-66.274,7573.450,-1.233,0.392,30.056,6.170,4.446,3.981,419.565,1.088,1075.867,1.042,490.245,108.556,1098.122,1.042,2.000
214.754,80.983,-66.277,7573.671,-1.232,0.398,30.048,6.260,4.402,3.987,419.531,1.088,1076.088,1.042,490.155,108.556,1098.360,1.042,2.000
214.756,80.979,-66.286,7574.214,-1.229,0.398,30.041,6.378,4.359,4.055,419.514,1.088,1076.458,1.043,490.121,108.547,1098.747,1.043,2.000
214.757,80.972,-66.302,7574.954,-1.231,0.399,30.032,6.511,4.566,4.168,419.653,1.088,1074.944,1.041,490.269,108.582,1097.250,1.041,2.000
214.758,80.966,-66.325,7575.743,-1.232,0.403,30.033,6.610,4.596,4.275,420.005,1.090,1075.610,1.042,490.657,108.682,1097.933,1.042,2.000
214.760,80.960,-66.349,7576.545,-1.226,0.403,30.037,6.667,4.650,4.311,420.185,1.090,1075.833,1.042,490.892,108.732,1098.172,1.042,2.000
214.761,80.954,-66.374,7577.351,-1.212,0.416,30.041,6.726,4.829,4.330,420.325,1.091,1075.132,1.040,491.070,108.814,1097.486,1.040,2.000
214.762,80.948,-66.398,7578.149,-1.198,0.441,30.044,6.797,4.779,4.394,420.486,1.091,1076.414,1.042,491.225,108.925,1098.786,1.042,2.000
214.764,80.942,-66.423,7578.959,-1.181,0.446,30.048,6.800,4.862,4.456,420.546,1.092,1076.431,1.042,491.311,108.961,1098.819,1.042,2.000
214.765,80.936,-66.450,7579.770,-1.158,0.468,30.054,6.805,5.025,4.527,420.489,1.093,1075.617,1.040,491.259,109.014,1098.022,1.040,2.000
214.767,80.931,-66.482,7580.587,-1.136,0.490,30.057,6.626,5.010,4.593,420.391,1.093,1076.174,1.041,491.140,109.056,1098.598,1.041,2.000
214.768,80.925,-66.513,7581.400,-1.121,0.506,30.058,6.601,5.031,4.667,420.396,1.094,1076.481,1.041,491.120,109.099,1098.924,1.041,2.000
214.769,80.920,-66.544,7582.219,-1.120,0.509,30.065,6.553,5.151,4.681,420.330,1.093,1075.378,1.040,491.074,109.099,1097.842,1.040,2.000
214.771,80.914,-66.573,7583.022,-1.119,0.512,30.070,6.416,5.096,4.694,420.245,1.093,1075.665,1.040,490.988,109.087,1098.150,1.040,2.000
214.772,80.910,-66.595,7583.588,-1.108,0.523,30.067,6.301,5.041,4.594,420.022,1.093,1075.877,1.040,490.689,109.056,1098.384,1.040,2.000
214.774,80.908,-66.617,7584.046,-1.099,0.532,30.059,6.194,4.900,4.478,419.720,1.092,1076.437,1.041,490.310,108.998,1098.966,1.041,2.000
214.775,80.905,-66.637,7584.531,-1.120,0.517,30.037,6.030,4.978,4.434,420.081,1.092,1075.932,1.041,490.667,109.031,1098.482,1.041,2.000
214.776,80.904,-66.662,7584.991,-1.132,0.500,30.025,5.876,4.894,4.472,420.613,1.093,1077.604,1.042,491.252,109.107,1100.176,1.042,2.000
214.778,80.902,-66.682,7585.388,-1.157,0.477,30.013,5.763,4.793,4.385,420.821,1.093,1078.152,1.043,491.484,109.092,1100.743,1.043,2.000
214.779,80.902,-66.710,7585.878,-1.199,0.441,30.000,5.681,4.945,4.389,421.397,1.093,1077.038,1.042,492.167,109.132,1099.649,1.042,2.000
214.781,80.901,-66.734,7586.315,-1.221,0.419,29.980,5.546,4.685,4.416,421.834,1.093,1079.570,1.044,492.576,109.161,1102.200,1.044,2.000
214.782,80.898,-66.752,7586.764,-1.229,0.411,29.947,5.483,4.674,4.313,421.629,1.092,1078.636,1.044,492.249,109.059,1101.283,1.044,2.000
214.783,80.896,-66.768,7587.133,-1.245,0.397,29.931,5.472,4.523,4.093,421.017,1.090,1077.650,1.043,491.490,108.849,1100.315,1.043,2.000
214.785,80.892,-66.780,7587.588,-1.247,0.398,29.928,5.562,4.291,3.890,420.228,1.088,1077.474,1.043,490.533,108.637,1100.160,1.043,2.000
214.786,80.888,-66.780,7588.007,-1.237,0.401,29.922,5.683,4.221,3.862,419.798,1.087,1077.149,1.043,489.994,108.529,1099.859,1.043,2.000
214.787,80.886,-66.787,7588.338,-1.251,0.393,29.914,5.764,4.285,3.724,419.248,1.085,1074.667,1.041,489.333,108.359,1097.404,1.041,2.000
214.789,80.882,-66.791,7588.805,-1.293,0.357,29.892,5.851,4.008,3.627,419.093,1.084,1075.177,1.042,489.090,108.191,1097.941,1.042,2.000
214.790,80.876,-66.806,7589.463,-1.333,0.322,29.843,5.866,4.005,3.643,419.360,1.083,1074.310,1.041,489.227,108.124,1097.102,1.041,2.000
214.792,80.871,-66.832,7590.208,-1.355,0.297,29.797,5.863,4.067,3.649,419.229,1.082,1072.409,1.040,488.957,107.982,1095.229,1.040,2.000
214.793,80.868,-66.859,7590.761,-1.361,0.293,29.741,5.853,4.037,3.399,418.980,1.080,1071.371,1.039,488.461,107.862,1094.221,1.039,2.000
214.794,80.865,-66.879,7591.247,-1.362,0.289,29.684,5.895,3.657,3.172,418.643,1.079,1073.236,1.041,487.830,107.711,1096.113,1.041,2.000
214.796,80.863,-66.902,7591.698,-1.388,0.268,29.621,5.964,3.619,3.002,418.908,1.079,1072.966,1.041,487.918,107.667,1095.870,1.041,2.000
214.797,80.860,-66.919,7592.139,-1.388,0.252,29.576,5.983,3.553,2.991,419.414,1.079,1074.522,1.042,488.388,107.721,1097.451,1.042,2.000
214.799,80.856,-66.939,7592.730,-1.335,0.299,29.555,6.017,3.397,2.969,419.270,1.081,1076.889,1.045,488.073,107.790,1099.843,1.045,2.000
214.800,80.852,-66.960,7593.352,-1.278,0.358,29.532,6.064,3.398,2.970,418.468,1.080,1076.306,1.045,486.998,107.734,1099.285,1.045,2.000
214.801,80.847,-66.976,7593.963,-1.265,0.376,29.474,6.111,3.424,2.979,418.378,1.080,1075.738,1.044,486.655,107.714,1098.744,1.044,2.000
214.803,80.843,-67.001,7594.552,-1.258,0.379,29.436,6.180,3.428,3.046,418.526,1.080,1076.027,1.044,486.624,107.722,1099.059,1.044,2.000
214.804,80.840,-67.024,7595.099,-1.240,0.386,29.406,6.244,3.438,2.971,417.989,1.079,1074.793,1.043,485.914,107.579,1097.851,1.043,2.000
214.806,80.836,-67.043,7595.630,-1.206,0.420,29.377,NaN,3.363,2.918,417.309,1.078,1074.407,1.043,484.974,107.474,1097.494,1.043,2.000
214.807,80.833,-67.063,7596.147,-1.168,0.479,29.353,NaN,3.018,2.649,416.384,1.076,1075.856,1.045,483.724,107.373,1098.972,1.045,2.000
214.808,80.829,-67.078,7596.646,-1.143,0.499,29.338,NaN,3.009,2.507,416.029,1.076,1075.608,1.045,483.255,107.329,1098.752,1.045,2.000
214.810,80.826,-67.097,7597.167,-1.170,0.480,29.300,6.439,3.189,2.442,416.718,1.077,1074.788,1.044,483.939,107.425,1097.960,1.044,2.000
214.811,80.822,-67.109,7597.595,-1.164,0.486,29.298,6.449,3.459,2.392,416.919,1.077,1073.153,1.041,484.143,107.487,1096.351,1.041,2.000
214.813,80.818,-67.117,7598.066,-1.216,0.495,29.256,6.445,2.592,2.091,416.859,1.076,1078.586,1.048,483.956,107.469,1101.809,1.048,2.000
214.814,80.815,-67.130,7598.479,-1.252,0.453,29.265,6.438,3.115,2.503,418.771,1.079,1078.155,1.047,486.211,107.846,1101.393,1.047,2.000
214.815,80.812,-67.126,7598.876,-1.228,0.460,29.291,6.417,2.980,2.653,418.900,1.081,1080.585,1.049,486.466,107.922,1103.830,1.049,2.000
214.817,80.807,-67.129,7599.446,-1.205,0.467,29.317,6.345,3.105,2.775,418.843,1.081,1080.242,1.049,486.469,107.948,1103.486,1.049,2.000
214.818,80.802,-67.135,7600.007,-1.232,0.445,29.355,6.313,3.131,2.711,418.566,1.080,1078.787,1.047,486.347,107.851,1102.027,1.047,2.000
214.819,80.796,-67.149,7600.656,-1.300,0.396,29.396,6.292,3.159,2.643,418.735,1.079,1077.233,1.046,486.756,107.798,1100.463,1.046,2.000
214.821,80.791,-67.173,7601.423,-1.337,0.340,29.427,6.277,3.212,2.733,419.192,1.079,1077.145,1.046,487.394,107.775,1100.360,1.046,2.000
214.822,80.786,-67.207,7602.201,-1.346,0.318,29.432,6.249,3.248,2.652,418.692,1.078,1075.254,1.044,486.900,107.592,1098.449,1.044,2.000
214.824,80.783,-67.246,7602.965,-1.348,0.315,29.420,6.238,3.394,2.556,418.175,1.076,1072.478,1.041,486.271,107.442,1095.650,1.041,2.000
214.825,80.778,-67.276,7603.740,-1.325,0.341,29.413,6.227,2.878,2.401,417.066,1.074,1074.601,1.044,484.893,107.217,1097.746,1.044,2.000
214.826,80.773,-67.302,7604.462,-1.281,0.370,29.416,6.224,2.928,2.372,416.295,1.073,1073.455,1.043,483.976,107.102,1096.571,1.043,2.000
214.828,80.769,-67.323,7605.055,-1.245,0.409,29.435,6.182,3.136,2.316,415.493,1.072,1070.750,1.040,483.068,107.016,1093.835,1.040,2.000
214.829,80.766,-67.353,7605.681,-1.237,0.429,29.461,6.073,2.859,2.341,415.279,1.072,1073.002,1.042,482.898,107.037,1096.053,1.042,2.000
214.831,80.762,-67.379,7606.377,-1.218,0.438,29.493,5.950,3.019,2.474,415.240,1.073,1072.351,1.042,482.952,107.079,1095.365,1.042,2.000
214.832,80.756,-67.403,7607.107,-1.198,0.454,29.537,5.870,3.308,2.575,415.088,1.073,1070.429,1.039,482.931,107.124,1093.404,1.039,2.000
214.833,80.752,-67.420,7607.677,-1.166,0.492,29.574,5.911,3.207,2.686,414.942,1.074,1072.145,1.041,482.849,107.220,1095.077,1.041,2.000
214.835,80.748,-67.435,7608.161,-1.127,0.518,29.597,5.960,3.285,2.740,414.786,1.075,1072.419,1.041,482.736,107.272,1095.304,1.041,2.000
214.836,80.743,-67.446,7608.744,-1.060,0.579,29.631,5.899,3.415,2.851,414.510,1.077,1072.843,1.041,482.488,107.400,1095.680,1.041,2.000
214.838,80.739,-67.465,7609.302,-0.996,0.654,29.671,5.782,3.399,3.027,414.527,1.079,1075.284,1.043,482.588,107.649,1098.072,1.043,2.000
214.839,80.734,-67.469,7609.903,-0.922,0.713,29.732,5.606,3.601,3.261,414.630,1.082,1076.528,1.044,482.868,107.894,1099.265,1.044,2.000
214.840,80.729,-67.481,7610.499,-0.849,0.789,29.785,5.556,3.906,3.412,414.403,1.084,1075.926,1.043,482.741,108.092,1098.614,1.043,2.000
214.842,80.724,-67.497,7611.115,-0.782,0.848,29.830,5.475,3.945,3.524,414.022,1.085,1076.945,1.044,482.396,108.191,1099.585,1.044,2.000
214.843,80.718,-67.513,7611.823,-0.726,0.906,29.864,5.514,3.978,3.576,413.515,1.086,1077.254,1.044,481.876,108.247,1099.850,1.044,2.000
214.844,80.713,-67.528,7612.431,-0.670,0.963,29.874,5.704,4.058,3.557,412.822,1.085,1076.472,1.043,481.038,108.232,1099.030,1.043,2.000
214.846,80.710,-67.558,7613.104,-0.630,1.012,29.892,5.862,3.999,3.513,412.163,1.085,1076.520,1.043,480.279,108.210,1099.045,1.043,2.000
214.847,80.706,-67.588,7613.810,-0.613,1.023,29.932,6.287,4.055,3.563,412.066,1.086,1076.641,1.043,480.300,108.246,1099.135,1.043,2.000
214.849,80.701,-67.617,7614.506,-0.614,1.020,29.973,6.474,4.303,3.751,412.719,1.088,1076.574,1.043,481.231,108.447,1099.041,1.043,2.000
214.850,80.696,-67.642,7615.207,-0.621,1.022,30.018,6.528,4.632,4.087,413.966,1.091,1077.339,1.043,482.884,108.825,1099.783,1.043,2.000
214.851,80.691,-67.665,7615.916,-0.631,1.015,30.052,6.801,5.039,4.436,415.396,1.095,1077.706,1.042,484.726,109.219,1100.132,1.042,2.000
214.853,80.686,-67.685,7616.611,-0.602,1.027,30.031,7.073,5.362,4.810,416.580,1.099,1078.890,1.043,486.037,109.552,1101.299,1.043,2.000
214.854,80.682,-67.712,7617.291,-0.544,1.088,29.991,7.276,5.549,5.054,417.033,1.101,1079.959,1.043,486.362,109.811,1102.355,1.043,2.000
214.856,80.679,-67.743,7617.937,-0.552,1.104,29.991,7.372,5.749,5.272,417.602,1.102,1079.596,1.042,487.023,110.010,1101.985,1.042,2.000
214.857,80.676,-67.773,7618.560,-0.610,1.041,29.996,7.382,6.211,5.535,418.938,1.104,1077.611,1.040,488.689,110.191,1099.991,1.040,2.000
214.858,80.673,-67.801,7619.159,-0.609,1.024,29.969,7.385,6.518,5.822,419.825,1.106,1077.240,1.039,489.657,110.355,1099.613,1.039,2.000
214.860,80.670,-67.828,7619.759,-0.596,1.043,29.938,7.347,6.479,6.085,420.470,1.108,1079.442,1.041,490.255,110.551,1101.811,1.041,2.000
214.861,80.666,-67.857,7620.411,-0.589,1.042,29.907,7.343,6.643,6.279,420.883,1.109,1079.149,1.040,490.628,110.632,1101.515,1.040,2.000
214.863,80.663,-67.890,7621.113,-0.587,1.045,29.876,7.381,6.807,6.375,421.226,1.110,1078.491,1.039,490.912,110.704,1100.857,1.039,2.000
214.864,80.660,-67.922,7621.805,-0.589,1.045,29.843,7.392,6.827,6.454,421.548,1.111,1078.887,1.040,491.145,110.757,1101.256,1.040,2.000
214.865,80.656,-67.941,7622.338,-0.596,1.032,29.815,7.397,6.818,6.470,421.722,1.111,1078.989,1.040,491.255,110.744,1101.362,1.040,2.000
214.867,80.651,-67.959,7622.954,-0.597,1.031,29.785,7.415,7.032,6.489,421.785,1.110,1077.128,1.038,491.220,110.734,1099.508,1.038,2.000
214.868,80.647,-67.978,7623.581,-0.615,1.027,29.734,NaN,6.857,6.481,421.979,1.110,1078.135,1.039,491.243,110.725,1100.522,1.039,2.000
214.869,80.643,-67.997,7624.142,-0.642,1.000,29.698,NaN,6.882,6.451,422.261,1.110,1077.574,1.038,491.472,110.694,1099.969,1.038,2.000
214.871,80.638,-68.009,7624.706,-0.666,0.969,29.671,NaN,7.026,6.421,422.493,1.110,1076.075,1.037,491.687,110.646,1098.477,1.037,2.000
214.872,80.633,-68.021,7625.285,-0.688,0.955,29.642,7.483,6.905,6.379,422.608,1.109,1076.489,1.037,491.737,110.614,1098.898,1.037,2.000
214.874,80.629,-68.037,7625.861,-0.696,0.941,29.610,7.489,6.871,6.347,422.664,1.109,1076.415,1.037,491.661,110.556,1098.829,1.037,2.000
214.875,80.624,-68.046,7626.447,-0.717,0.920,29.588,7.495,6.865,6.269,422.680,1.108,1075.686,1.037,491.624,110.483,1098.104,1.037,2.000
214.876,80.619,-68.053,7626.987,-0.747,0.902,29.562,7.526,6.941,6.219,422.713,1.107,1074.037,1.035,491.590,110.417,1096.458,1.035,2.000
214.878,80.614,-68.055,7627.497,-0.776,0.872,29.531,7.555,6.773,6.139,422.656,1.106,1074.153,1.035,491.406,110.286,1096.577,1.035,2.000
214.879,80.609,-68.058,7628.081,-0.794,0.848,29.505,7.591,6.717,6.043,422.346,1.104,1073.060,1.035,490.976,110.114,1095.484,1.035,2.000
214.881,80.604,-68.052,7628.675,-0.806,0.837,29.487,7.605,6.808,5.962,422.000,1.103,1070.876,1.032,490.518,109.981,1093.299,1.032,2.000
214.882,80.598,-68.048,7629.259,-0.839,0.808,29.482,7.650,6.455,5.861,421.852,1.101,1072.377,1.034,490.335,109.850,1094.801,1.034,2.000
